sample_id,record_id,reference_skills,reference_warning,reference_years_experience,reference_education
RES-156,resume_001946_exp03_3,"[""AI测试"", ""Go"", ""Python"", ""软件测试"", ""C/C++"", ""Java"", ""Ai coding"", ""JavaScript"", ""PHP"", ""Shell脚本"", ""数据工程"", ""软件开发"", ""Selenium"", ""JMeter"", ""自动化测试"", ""安全测试"", ""性能测试"", ""Performance Testing"", ""Automated Testing"", ""Security Testing"", ""高并发"", ""代码生成"", ""代码测试"", ""Kubernetes""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-157,resume_std_005630_exp05_3,"[""网络安全"", ""渗透测试"", ""漏洞挖掘"", ""安全攻防"", ""Web安全"", ""代码审计"", ""应急响应"", ""Python"", ""Linux"", ""安全测试"", ""威胁建模"", ""日志分析"", ""Go"", ""信息安全"", ""Java"", ""C/C++"", ""大模型安全"", ""模型安全""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""网络空间安全"", ""english_level"": ""英语六级""}"
RES-158,resume_002158_exp03_2,"[""HIL测试"", ""计算机视觉"", ""仿真技术"", ""C/C++"", ""Machine Learning"", ""Python"", ""机器人与自动驾驶"", ""自动化技术"", ""图像图形技术"", ""Transformer"", ""机器学习"", ""深度学习"", ""Java"", ""JavaScript"", ""Go"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""大语言模型"", ""PCG/AI""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-159,resume_004994_exp08_3,"[""推荐算法"", ""Machine Learning"", ""NLP"", ""深度学习"", ""C/C++"", ""PyTorch"", ""机器学习"", ""Linux"", ""Java"", ""TensorFlow"", ""Python"", ""信息检索"", ""Go"", ""Tableau"", ""Power BI"", ""FineBI"", ""向量数据库"", ""System Prompt"", ""AIGC"", ""人工智能"", ""Model Context Protocol"", ""数据挖掘"", ""LLVM"", ""模型量化""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-160,resume_004517_exp05_3,"[""分布式训练"", ""模型压缩"", ""PyTorch"", ""Python"", ""DeepSpeed"", ""大模型训练"", ""AI基础设施"", ""C/C++"", ""GPU内存优化"", ""TensorRT"", ""TensorFlow"", ""Megatron"", ""Java"", ""SQL"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""CI/CD"", ""SGLang"", ""NCCL""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-161,resume_000730_exp08_4,"[""模型服务化"", ""模型部署"", ""AI基础设施"", ""模型工程"", ""GPU内存优化"", ""模型推理"", ""DeepSpeed"", ""Triton"", ""推理优化"", ""CUDA"", ""MCP"", ""Megatron"", ""Python"", ""Java"", ""Docker"", ""Kubernetes"", ""Linux"", ""Terraform"", ""DevOps"", ""云计算"", ""CI/CD"", ""自动化测试"", ""性能测试"", ""安全测试""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-162,resume_std_005739_exp01_1,"[""FFmpeg"", ""WebRTC"", ""音视频编解码"", ""H.264"", ""H.265"", ""RTP/RTCP"", ""C++"", ""流媒体"", ""音频处理"", ""视频处理"", ""低延迟传输"", ""性能优化"", ""PyTorch"", ""图像图形技术"", ""AIGC"", ""C/C++"", ""Diffusion模型"", ""Diffusion""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-163,resume_003871_exp03_3,"[""Go"", ""Python"", ""Spark"", ""操作系统"", ""C/C++"", ""Flink"", ""Redis"", ""Hadoop"", ""Java"", ""Kafka"", ""MySQL"", ""分布式系统"", ""JavaScript"", ""SQL"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""Spring Boot"", ""Django"", ""Flask"", ""PostgreSQL"", ""MongoDB"", ""Microservices""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-164,resume_std_005879_exp02_2,"[""FPGA"", ""Verilog"", ""VHDL"", ""Vivado"", ""时序约束"", ""RTL设计"", ""AXI"", ""PCIe"", ""DDR"", ""硬件调试"", ""数字电路"", ""信号完整性""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""微电子科学与工程"", ""english_level"": ""英语四级""}"
RES-165,resume_std_005529_exp10_4,"[""大模型安全"", ""Prompt Injection"", ""Jailbreak"", ""Guardrail"", ""红队测试"", ""模型评测"", ""内容安全"", ""对抗样本"", ""风险控制"", ""安全策略"", ""Python"", ""安全测试"", ""AI安全"", ""C/C++"", ""RLHF"", ""AI测试"", ""DPO"", ""Go""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""信息安全"", ""english_level"": ""英语六级""}"
RES-166,resume_003491_exp00_0,"[""Python"", ""C/C++"", ""Linux"", ""Kubernetes"", ""PyTorch"", ""Machine Learning"", ""计算机视觉"", ""深度学习"", ""模型压缩"", ""汽车电子"", ""计算机体系结构"", ""交互技术"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""TensorFlow"", ""AI-native"", ""向量数据库"", ""PCG/AI"", ""RLHF/RLAIF"", ""CV/NLP"", ""搜索算法"", ""LLM/NLP""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-167,resume_001057_exp01_1,"[""JavaScript"", ""React"", ""性能优化"", ""Node.js"", ""TypeScript"", ""Vue.js"", ""HTML"", ""软件开发"", ""CSS"", ""Webpack"", ""Python"", ""跨平台开发"", ""Java"", ""SQL"", ""Go"", ""Vue"", ""代码测试"", ""架构设计"", ""分布式系统"", ""品牌"", ""IP"", ""用户研究"", ""前端工程化"", ""React Native""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-168,resume_std_006009_exp05_2,"[""硬件设计"", ""原理图设计"", ""PCB设计"", ""单板调试"", ""示波器"", ""信号完整性"", ""EMC"", ""Altium Designer"", ""ARM"", ""硬件测试"", ""可靠性测试"", ""电路分析"", ""编程语言"", ""C/C++"", ""硬件开发"", ""光学技术"", ""IT基础设施"", ""Linux""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""自动化"", ""english_level"": ""英语六级""}"
RES-169,resume_001050_exp03_3,"[""prompt工程"", ""云计算"", ""AI算法"", ""数据工程"", ""Embedding"", ""LoRA微调"", ""RAG"", ""知识图谱"", ""AIGC"", ""LangChain"", ""模型服务化"", ""模型部署"", ""Python"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Terraform"", ""Linux"", ""DevOps"", ""NCCL"", ""Triton"", ""模型推理"", ""GPU/NPU""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""网络工程"", ""english_level"": ""英语六级""}"
RES-170,resume_std_005679_exp05_3,"[""ROS"", ""C++"", ""Python"", ""SLAM"", ""运动规划"", ""路径规划"", ""机器人控制"", ""传感器融合"", ""Linux"", ""Gazebo"", ""实时系统"", ""算法部署"", ""C/C++"", ""Machine Learning"", ""云计算"", ""仿真技术"", ""汽车电子"", ""编程语言""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""自动化"", ""english_level"": ""英语四级""}"
RES-171,resume_001729_exp02_2,"[""C/C++"", ""Linux"", ""PHP"", ""操作系统"", ""数据工程"", ""消息队列"", ""NoSQL"", ""Python"", ""Redis"", ""分布式系统"", ""Go"", ""Kafka"", ""Java"", ""Spring Boot"", ""Django"", ""Flask"", ""RabbitMQ"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Node.js"", ""微服务"", ""Microservices"", ""代码测试""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""信息工程"", ""english_level"": ""英语四级""}"
RES-172,resume_003664_exp03_1,"[""Go"", ""深度学习"", ""Java"", ""Linux"", ""Machine Learning"", ""Python"", ""TensorFlow"", ""推荐算法"", ""机器学习"", ""NLP"", ""PyTorch"", ""分布式计算"", ""Pandas"", ""NumPy"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""Embedding"", ""AIBot"", ""AI Agent"", ""AIGC"", ""搜索算法""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""人工智能"", ""english_level"": ""英语六级""}"
RES-173,resume_002654_exp05_4,"[""Go"", ""Kubernetes"", ""C/C++"", ""Docker"", ""Java"", ""Linux"", ""Python"", ""云计算"", ""分布式系统"", ""模型部署"", ""AI基础设施"", ""推理优化"", ""JavaScript"", ""SQL"", ""AWS"", ""Azure"", ""Ansible"", ""Terraform"", ""CI/CD"", ""CXL"", ""CPU/GPU"", ""KVM"", ""推理加速"", ""MySQL""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""信息安全"", ""english_level"": ""英语六级""}"
RES-174,resume_002405_exp03_1,"[""Docker"", ""Shell脚本"", ""网络技术"", ""C/C++"", ""Kubernetes"", ""SRE"", ""Linux"", ""Python"", ""Go"", ""Java"", ""AIops"", ""IT基础设施"", ""AWS"", ""Azure"", ""Terraform"", ""云计算"", ""CI/CD"", ""GPUDriven"", ""CUDA/Triton"", ""MLIR/LLVM"", ""Triton"", ""Elasticsearch"", ""PostgreSQL"", ""Kafka""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""网络工程"", ""english_level"": ""英语四级""}"
RES-175,resume_004565_exp05_4,"[""JavaScript"", ""Go"", ""Java"", ""Vue.js"", ""MySQL"", ""React"", ""TypeScript"", ""Python"", ""Redis"", ""软件开发"", ""Ai coding"", ""LangChain"", ""SQL"", ""Android"", ""Kotlin"", ""iOS"", ""Swift"", ""React Native"", ""Flutter"", ""Vue"", ""市场营销"", ""用户增长"", ""品牌"", ""高并发""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-176,resume_001397_exp08_3,"[""Java"", ""C/C++"", ""消息队列"", ""MyBatis"", ""NoSQL"", ""Redis"", ""Spring"", ""分布式系统"", ""编程语言"", ""Elasticsearch"", ""Go"", ""Linux"", ""Python"", ""SQL"", ""Spring Boot"", ""Django"", ""Flask"", ""MySQL"", ""MongoDB"", ""Microservices"", ""Node.js"", ""微服务"", ""架构设计"", ""代码测试""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""网络工程"", ""english_level"": ""英语六级""}"
RES-177,resume_005296_exp03_1,"[""信息安全"", ""大模型安全"", ""Java"", ""数据工程"", ""模型安全"", ""Python"", ""AI安全"", ""Go"", ""Flink"", ""计算机网络"", ""Docker"", ""Hadoop"", ""JavaScript"", ""SQL"", ""Kubernetes"", ""Linux"", ""Ansible"", ""云计算"", ""CI/CD"", ""DevOps"", ""性能测试"", ""安全测试"", ""自动化测试"", ""PostgreSQL""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""专科"", ""degree"": ""无学位"", ""school_category"": ""高职院校"", ""major"": ""网络工程"", ""english_level"": ""无""}"
RES-178,resume_std_005700_exp08_4,"[""C++"", ""OpenGL"", ""Vulkan"", ""DirectX"", ""图形渲染"", ""Shader"", ""图像处理"", ""GPU"", ""CUDA"", ""计算机视觉"", ""Unreal"", ""Unity"", ""Java"", ""高性能计算"", ""C/C++"", ""Unreal Engine"", ""图像图形技术"", ""游戏与图形开发""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-179,resume_std_005899_exp10_4,"[""电源设计"", ""电力电子"", ""DC-DC"", ""BMS"", ""模拟电路"", ""PCB设计"", ""EMC"", ""电池管理"", ""Altium Designer"", ""硬件调试"", ""可靠性测试"", ""示波器"", ""Python"", ""仿真技术"", ""参数估计"", ""C/C++"", ""模拟电路设计"", ""汽车电子""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""机械设计制造及其自动化"", ""english_level"": ""英语四级""}"
RES-180,resume_002101_exp03_3,"[""Android"", ""C/C++"", ""Objective-C"", ""Swift"", ""Java"", ""Kotlin"", ""iOS"", ""Python"", ""Unreal Engine"", ""动画技术"", ""性能优化"", ""操作系统"", ""JavaScript"", ""SQL"", ""Go"", ""React Native"", ""Flutter"", ""React"", ""Vue"", ""市场营销"", ""运营"", ""IP"", ""架构设计"", ""代码生成""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-181,resume_001809_exp10_4,"[""Flink"", ""Python"", ""Spark"", ""数据工程"", ""C/C++"", ""ClickHouse"", ""Kafka"", ""Go"", ""Hadoop"", ""Hive"", ""Java"", ""向量数据库"", ""JavaScript"", ""SQL"", ""MySQL"", ""MongoDB"", ""数据仓库"", ""Oracle"", ""Vector Database"", ""DevOps"", ""云计算"", ""Linux"", ""Kubernetes"", ""Embedding""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""信息工程"", ""english_level"": ""英语六级""}"
RES-182,resume_000774_exp05_2,"[""Docker"", ""Shell脚本"", ""网络技术"", ""C/C++"", ""Kubernetes"", ""SRE"", ""Linux"", ""Python"", ""Go"", ""Java"", ""AIops"", ""IT基础设施"", ""SQL"", ""AWS"", ""Azure"", ""Terraform"", ""DevOps"", ""Distributed Inference"", ""Triton"", ""昇腾"", ""DPDK"", ""Milvus"", ""Elasticsearch"", ""云计算""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""双一流高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-183,resume_004978_exp01_1,"[""模型服务化"", ""模型部署"", ""AI基础设施"", ""模型工程"", ""GPU内存优化"", ""模型推理"", ""DeepSpeed"", ""Triton"", ""推理优化"", ""CUDA"", ""MCP"", ""Megatron"", ""Java"", ""JavaScript"", ""Go"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""DevOps"", ""CI/CD"", ""自动化测试"", ""安全测试""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-184,resume_002578_exp05_3,"[""Kafka"", ""Python"", ""数据工程"", ""Java"", ""Flink"", ""Hadoop"", ""向量数据库"", ""Spark"", ""ClickHouse"", ""HBase"", ""Linux"", ""NLP"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""统计学"", ""english_level"": ""无""}"
RES-185,resume_001878_exp05_3,"[""NLP"", ""Python"", ""C/C++"", ""Linux"", ""云计算"", ""Go"", ""Java"", ""Machine Learning"", ""PyTorch"", ""数据工程"", ""计算机视觉"", ""MySQL"", ""Docker"", ""Kubernetes"", ""Terraform"", ""CI/CD"", ""自动化测试"", ""安全测试"", ""性能测试"", ""Oracle"", ""PostgreSQL"", ""Shell"", ""Prometheus"", ""Rust""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
RES-186,resume_004497_exp10_4,"[""NLP"", ""深度学习"", ""TensorFlow"", ""Machine Learning"", ""Python"", ""计算机视觉"", ""Transformer"", ""C/C++"", ""Java"", ""PyTorch"", ""Spark"", ""Linux"", ""JavaScript"", ""Agent"", ""AI"", ""AIBot"", ""System Prompt"", ""特征工程"", ""Deep Learning"", ""CV/NLP"", ""Large Language Model"", ""Model Inference"", ""RDMA"", ""机器学习""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
